frame_index,timestamp_ms
1790,30475.1
1791,30489.2
1792,30504.5
1793,30522.5
1794,30540.3
1795,30555
1796,30572.3
1797,30590.5
1798,30605
1799,30624.7
1800,30638.4
1801,30656.1
1802,30673.2
1803,30690.5
1804,30705.6
1805,30723.1
1806,30738.8
1807,30755.3
1808,30772.7
1809,30789.1
1810,30804.9
1811,30822.9
1812,30839.6
1813,30857.2
1814,30876.4
1815,30889.3
1816,30906.7
1817,30922.8
1818,30939.3
1819,30955.2
1820,30971.8
1821,30990.2
1822,31005.4
1823,31022.3
1824,31040.2
1825,31055.3
1826,31074.1
1827,31093
1828,31106.6
1829,31126.3
1830,31140.5
1831,31154.7
1832,31172.6
1833,31188.8
1834,31205.6
1835,31222.6
1836,31241
1837,31256.9
1838,31273.5
1839,31288.3
1840,31305.4
1841,31327.6
1842,31339.8
1843,31356.2
1844,31370.6
1845,31390.7
1846,31404
1847,31421.7
1848,31437.3
1849,31454.9
1850,31472.6
1851,31487.8
1852,31507.4
1853,31520.7
1854,31538.8
1855,31556
1856,31573
1857,31587.4
1858,31605.4
1859,31620.9
1860,31639.4
1861,31654.3
1862,31671.5
1863,31687.5
1864,31703.8
1865,31720.9
1866,31737.5
1867,31755.6
1868,31773.9
1869,31788.5
1870,31805.1
1871,31823.1
1872,31838.5
1873,31855.1
1874,31872.9
1875,31888
1876,31907.9
1877,31921
1878,31938.7
1879,31953.7
1880,31970.5
1881,31988.1
1882,32004.9
1883,32020.5
1884,32040.9
1885,32053.3
1886,32073.1
1887,32089.2
1888,32104.7
1889,32121.1
1890,32138.4
1891,32154.1
1892,32172.8
1893,32187.1
1894,32204.7
1895,32222.3
1896,32237.2
1897,32253.2
